Type,Extent,Date,Image_URL,Description,Identifier,Creator,Publisher,Language,Location,Subject,Title
cartographic,"1 manuscript map : color, mounted on paper ; 55 x 99 cm + 1 manuscript drawing (color, mounted on cloth and laminated ; 39 x 52 cm)",1845,https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734a/ct003779r.gif,"Shows buildings pictorially./Pen-and-ink and watercolor./Oriented with north to the right./Folded vertically, with losses in the upper half./Profiles on verso: The hill east & west -- The hill north & south -- Shape of the road from one bridge to the other./Accompanying drawing shows three Shaker buildings, annotated, probably incorrectly, in pencil in lower margin as: 1. Hancock Mass. ; 2. Mt. Lebanon, South family, NY. ; 3. Mt. Lebanon, NY., Shaker meeting house./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3734a.ct003779r/http://hdl.loc.gov/loc.gmd/g3734a.ct003779v/http://hdl.loc.gov/loc.gmd/g3734a.ct003780,"Bussell, Joshua H., 1816-1900, cartographer.","[Alfred, Maine] : Joshua H. Bussell, August 28, 1845.",eng,Maine--Alfred/Alfred (Me. : Town),Shaker architecture--Maine--Alfred--Maps/Shaker architecture--Pictorial works/Alfred (Me. : Town)--Maps/United States--Maine--Alfred (Town),"A plan of Alfred, Maine"
cartographic,1 online resource.,1580,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:43:8:wdl_00438:txu-oclc-34022876-jgi-25-10-map/full/pct:3.125/0/default.jpg,"Title devised, in English, by Library staff./Original resource extent: 83 x 66 centimeters./Original resource at: University of Texas Libraries./Content in Eastern Huasteca Nahuatl./Description based on data extracted from World Digital Library, which may be extracted from partner institutions.",https://hdl.loc.gov/loc.wdl/wdl.438,,"[place of publication not identified] : [publisher not identified], 1580-11-01.",nah,,"Mexico--Veracruz--Zempoala/1580/Art, Mexican/Aztec art/Indians of Mexico/Indigenous peoples/Manuscript maps/Mesoamerica/New Spain/Pictorial maps/Spain--Colonies","Cempoala, Mexico."
cartographic,col. map 116 x 131 cm. on 2 sheets 123 x 69 cm.,1860,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964t/ct011888.gif,"Title inferred from National Diet Library OPAC, March, 27, 2020./Created original map in Genroku 9 i.e. 1696/Oriented with north to the right./Wood block print./LC copy annotated in black ink for points of interest and historic events./Relief shown pictorially./Cadastral map showing landowners./Japanese./Includes distance chart and list of daily events in Edo for 1860./Available also through the Library of Congress Web site as a raster image./Vault/AACR2",https://hdl.loc.gov/loc.gmd/g7964t.ct011888,"Takai, Ranzan, 1762-1838.","Edo : Izumoji Manjirō : Okadaya Kashichi, Man'en 1 [1860]",jpn,Japan--Tokyo/Tokyo (Japan),Real property--Japan--Tokyo--Maps/Tokyo (Japan)--Maps/Japan--Tokyo,Oedo ōezu
cartographic/collection,"31 maps in 23 folders in 1 drawer : some color, some photocopies ; various sizes.",1878,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:13:hi-013:hi-013-02-01/full/pct:12.5/0/default.jpg,"This record covers single maps covering islands of Hawaii, separately or in groups, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps also show various subjects including coasts, parks and reserves, roads, and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image./HI-13-02 through HI-13-23.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.hi-013/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.hi-013,,"[Various places] : [various publishers], [from approximately 1878 to 1969]",eng,Hawaii/Lanai (Hawaii)/Maui (Hawaii),Coasts--Hawaii--Maps/Islands--Hawaii--Maps/Parks--Hawaii--Maps/Outdoor recreation--Hawaii--Maps/Trails--Hawaii--Maps/Lanai (Hawaii)--Maps/Maui (Hawaii)--Maps/United States--Hawaii/United States--Hawaii--Lanai/United States--Hawaii--Maui,[Maps of Hawaii--islands La--Maui to 1905]
cartographic,"1 map ; 22 x 31 cm., folded in cover 16 x 9 cm.",1907,https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851a/ct004532.gif,"E11319 U.S. Copyright Office/Covers city center./Selected points of interest shown pictorially./Alternate title in upper margin and cover title: Jarvis' free pictorial map and guide to Washington./Includes note./Text and advertisements on verso./Text, ill., and advertisements on cover./LC copy mounted on cloth backing./Available also through the Library of Congress Web site as a raster image./DCP",http://hdl.loc.gov/loc.gmd/g3851a.ct004532,"Jarvis, J. F, (John F.), 1850-","[Washington] : J.F. Jarvis, c1907.",eng,Washington (D.C.),Central business districts--Washington (D.C.)--Maps/Washington (D.C.)--Maps/United States--District of Columbia--Washington,"Jarvis' Pictorial map of Washington, D.C."
cartographic,"1 map and 4 views : hand col. ; 41 x 54 cm. or smaller, on sheets ca. 51 x 64 cm. or smaller.",158509 d158607,https://tile.loc.gov/storage-services/service/gmd/gmd3m/g3291m/g3291sm/grb00002/ca000001r.gif,"The first engraving is a map of Drake's voyage [showing Europe, western Africa, northern South America, and eastern North America]; the four other engravings consist of bird's-eye battle plan views of the cities of Santiago, Santo Domingo, Cartagena, and St. Augustine, Florida./4 bird's-eye views and 1 map./Relief shown pictorially on bird's-eye views./Voyage map in English; city maps in Latin./Title supplied by cataloger./Map and views created to illustrate Bigges' and Croftes' Summarie and true discourse of Sir Frances Drake's West Indian voyage, 1589./Provenance: Gift of Jay I. Kislak Foundation./Orientation varies./Kraus, H.P. Sir Francis Drake, p. 121-7/Available also through the Library of Congress Web site as a raster image./Includes hand col. ill./Select features alphabetically indexed on bird's-eye views, views not accompanied by index key./""The verso of each sheet is numbered in ink in an identical early hand ""1 [through] 5"" in the following sequence: 1. 'Voyadge', 2. S. Domingo, 3. Cartagena, 4. S. Augustine, 5. Santiago.""--Auction catalog./All sheets vertically fold-lined at center./Kislak accession no. 1991.322.01.0003/Kislak accession no. 1991.322.02.0003/Kislak accession no. 1991.322.03.0003/Kislak accession no. 1991.322.04.0003/Kislak accession no. 1991.322.05.0003/Former call number: G3934.S2 1589 .B6/G3934.S2 1589 .B6 Copy 1 previously shelved under: G3934.S2 1589 .W4 Copy 1. he01 2009-05-04.",http://hdl.loc.gov/loc.gmd/g3291sm.grb00002/http://hdl.loc.gov/loc.gmd/g3934s.ct000068,"Boazio, Baptista./Bigges, Walter, -1586./Croftes, Lieutenant./Jay I. Kislak Collection (Library of Congress)/Hans and Hanni Kraus Sir Francis Drake Collection (Library of Congress)","[London? : s.n., 1589]",lat/eng,West Indies/Western Hemisphere/São Tiago Island (Cabo Verde)/Santo Domingo (Dominican Republic)/Cartagena (Colombia)/Saint Augustine (Fla.)/Great Britain,"Drake, Francis,--approximately 1540-1596--Travel--West Indies/West Indies Expedition, 1585-1586/Western Hemisphere--Discovery and exploration--Maps--Early works to 1800/São Tiago Island (Cabo Verde)--Aerial views--Early works to 1800/Santo Domingo (Dominican Republic)--Aerial views--Early works to 1800/Cartagena (Colombia)--Aerial views--Early works to 1800/Saint Augustine (Fla.)--Aerial views--Early works to 1800/Great Britain--History, Naval--Tudors, 1485-1603--Maps--Early works to 1800/Western Hemisphere/Cabo Verde--São Tiago Island/Dominican Republic--Santo Dominigo/United States--Florida--Saint Augustine/Colombia--Cartagena","[Map and views illustrating Sir Francis Drake's West Indian voyage, 1585-6]."
cartographic,col. map 91 x 89 cm. fold. in cover 32 x 16 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823x/ct003373.gif,"Scale ca. 1:25,000./Shows rivers in Xin'an Xian, Henan Province./Cover title./Manuscript on silk./Labels pasted on to show physical features./Oriented with north to the bottom./Relief shown pictorially./Pictorial map./Available also through the Library of Congress Web site as a raster image./Includes text./Hummel purchase 1934, no. 24./Previous call number: G7823.X54C3 1767 .X5 Vault Shelf/AACR2",http://hdl.loc.gov/loc.gmd/g7823x.ct003373,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,"China--Xin'an Xian (Henan Sheng)/Xin'an Xian (Henan Sheng, China)","Rivers--China--Xin'an Xian (Henan Sheng)--Maps/Xin'an Xian (Henan Sheng, China)--Maps/China--Henan Sheng--Xin'an Xian",Xin'an Xian he tu.
cartographic,1 view : col. ; 36 x 72 cm.,1889,https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824j/ct003257.gif,"Aerial view of the Johnstown vicinity showing the route of the waters of the Johnstown Flood of 31 May 1889 and the devastated areas resulting from them./Relief shown by landform drawings./Devastated areas, buildings, and débris accumulations shown pictorially./Includes inset col. ill. of ""South Fork Dam"", inset of upstream area traversed by the Pennsylvania Railroad, and inset cross-section of dam./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3824j.ct003257,"Lee, Alex. Y./Pennsylvania Railroad.","[Pittsburgh?] : A.Y. Lee, c1889.",eng,"Pennsylvania--Johnstown (Cambria County)/Pennsylvania--Conemaugh Valley/Johnstown (Cambria County, Pa.)/Conemaugh Valley (Pa.)/South Fork Dam (Pa.)","Floods--Pennsylvania--Johnstown (Cambria County)--Aerial views/Floods--Pennsylvania--Johnstown (Cambria County)--Maps/Floods--Pennsylvania--Conemaugh Valley--Aerial views/Floods--Pennsylvania--Conemaugh Valley--Maps/Johnstown (Cambria County, Pa.)--Aerial views/Conemaugh Valley (Pa.)--Aerial views/South Fork Dam (Pa.)--Charts, diagrams, etc/United States--Pennsylvania--Johnstown (Cambria County)/United States--Pennsylvania--Conemaugh Valley","Bird's-eye view of the Conemaugh Valley from Nineveh to the lake, Johnstown, Pa. : from personal sketches and surveys of the Pennsylvania R.R. by permission"
cartographic,1 online resource.,1686,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:14:43:6:wdl_14436:ezu7/full/pct:3.125/0/default.jpg,"Title devised, in English, by Library staff./Original resource extent: 1 sheet ; 166 x 125 centimeters./Original resource at: National Diet Library./Content in Japanese./Description based on data extracted from World Digital Library, which may be extracted from partner institutions.",https://hdl.loc.gov/loc.wdl/wdl.14436,,"Kyoto : Hayashi Kichiei, 1686.",jpn,,Japan--Kyoto/1686/Description and travel/Pictorial maps,Kyōto Pictorial.
cartographic,"1 manuscript map : color, mounted on paper ; 55 x 99 cm + 1 manuscript drawing (color, mounted on cloth and laminated ; 39 x 52 cm)",1845,https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734a/ct003779r.gif,"Shows buildings pictorially./Pen-and-ink and watercolor./Oriented with north to the right./Folded vertically, with losses in the upper half./Profiles on verso: The hill east & west -- The hill north & south -- Shape of the road from one bridge to the other./Accompanying drawing shows three Shaker buildings, annotated, probably incorrectly, in pencil in lower margin as: 1. Hancock Mass. ; 2. Mt. Lebanon, South family, NY. ; 3. Mt. Lebanon, NY., Shaker meeting house./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3734a.ct003779r/http://hdl.loc.gov/loc.gmd/g3734a.ct003779v/http://hdl.loc.gov/loc.gmd/g3734a.ct003780,"Bussell, Joshua H., 1816-1900, cartographer.","[Alfred, Maine] : Joshua H. Bussell, August 28, 1845.",eng,Maine--Alfred/Alfred (Me. : Town),Shaker architecture--Maine--Alfred--Maps/Shaker architecture--Pictorial works/Alfred (Me. : Town)--Maps/United States--Maine--Alfred (Town),"A plan of Alfred, Maine"
cartographic,1 ms. map : col. ; on 14 sheets 37 x 42 cm. folded in case 39 x 26 cm.,1735,https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7822m/g7822ym/gct00273/ca000001.gif,"Scale not given./Title supplied./Previous supplied title: Min Jiang tu shuo./Relief shown pictorially./Pictorial map./Hummel purchase 1934, no. 4./Shows the waterways and points of interest of Min and Yangtze Rivers from Songpan, Sichuan to Jingzhou, Hubei./Available also through the Library of Congress Web site as a raster image./Includes text./Previous call number: G7822.Y3A5 1733 .M5 Vault Shelf",http://hdl.loc.gov/loc.gmd/g7822ym.gct00273,,[After 1735],chi,"Yangtze River (China)/Min River (Sichuan Sheng, China)","Yangtze River (China)--Maps--Early works to 1800/Min River (Sichuan Sheng, China)--Maps--Early works to 1800/China--Sichuan Sheng--Min River/China--Yangtze River","[Sichuan, Hubei shui dao tu]."
cartographic/collection,"33 map sheets in 26 folders in 1 drawer : some color, some photocopies ; various sizes",1932,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:50:ca-050:ca-050-01-01/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-050/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-050,,"[Various places] : [various publishers], [1932-1965]",eng,Yosemite National Park (Calif.),Yosemite National Park (Calif.)--Maps/United States--California,[Maps of California--various subjects parks Yosemite 1932-1965]
cartographic,1 view : col. ; 42 x 58 cm.,1935,https://tile.loc.gov/storage-services/service/gmd/gmd428/g4282/g4282g/ct003337.gif,A panoramic view./Relief shown pictorially./Available also through the Library of Congress Web site as a raster image./Inset map of dam area with north oriented towards the lower right.,http://hdl.loc.gov/loc.gmd/g4282g.ct003337,"Lindgren, Jolly.","Spokane, Wash. : Lindgren Bros., c1935.",eng,Grand Coulee Dam Region (Wash.)/Grand Coulee (Wash. : Coulee)/Dry Falls (Wash.),Grand Coulee Dam Region (Wash.)--Maps/Grand Coulee (Wash. : Coulee)--Maps/Dry Falls (Wash.)--Maps/United States--Washington (State)--Grand Coulee Dam Region/United States--Washington (State)--Grand Coulee (Coulee)/United States--Washington (State)--Dry Falls,"A hysterical map of the Grand Coulee Dam (to be the world's largest concrete example), also the Grand Coulee & Dry Falls : a land of game & scenic splendor"
cartographic/collection,"60 map sheets in 34 folders in 1 drawer : some color, some photocopies ; various sizes",1864,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:pa:-0:27:pa-027:pa-027-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Pennsylvania as a whole covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.pa-027,,"[Various places] : [various publishers], [from approximately 1864 to 1964]",eng,Pennsylvania,Pennsylvania--Maps/United States--Pennsylvania,[Maps of Pennsylvania--various subjects Pb-Poss]
cartographic,1 online resource.,1579,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:00:45:8:wdl_00458:txu-oclc-34022876-jgi-24-7-map/full/pct:6.25/0/default.jpg,"Title devised, in English, by Library staff./Original resource extent: 22.3 x 21.5 centimeters./Original resource at: University of Texas Libraries./Content in Spanish./Description based on data extracted from World Digital Library, which may be extracted from partner institutions.",https://hdl.loc.gov/loc.wdl/wdl.458,,"[place of publication not identified] : [publisher not identified], 1579-10-13.",spa,,"Mexico--Oaxaca--Santa María Ixcatlán/1579/Art, Mexican/Aztec art/Manuscript maps/New Spain/Pictorial maps/Spain--Colonies","Ixcatlán, Santa María, Mexico."
cartographic,1 map ; 52 x 64 cm,1740 d1849,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3803/g3803o/la000541.gif,"Pictorial history map with drawings of early buildings/settlers/events and with names of early settlers/landowners./""© Annie Olmstead Peet 1963.""/LC copy imperfect: Laminated, mounted on cloth backing, rubber-stamped./LC copy accompanied by letter handwritten by Annie O. Peet, Rochester N.Y., allowing the map to be reproduced without the specific permission of the creator./LC Land ownership maps, 541/Includes numerous historical notes in the map area, ancillary illustrations of historic buildings, illustration (bust) of ""Judge William Cooper"", and illustration (bust) of ""James Fenimore Cooper""./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3803o.la000541,"Peet, Annie Olmstead.","[Rochester, N.Y.?] : [Annie Olmstead Peet], [1963], © 1963",eng,New York (State)--Otsego County/Otsego County (N.Y.),"Otsego County (N.Y.)--History--Colonial period, ca. 1600-1775--Maps/Otsego County (N.Y.)--History--1775-1865--Maps/Colonists--New York (State)--Otsego County--Maps/Landowners--New York (State)--Otsego County--Maps/United States--New York (State)--Otsego County",Otsego County before 1850.
cartographic,1 map : col. ; 48 x 56 cm.,1970,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7144/g7144b/ct002932.gif,"Facsimile./Selected points of interest shown pictorially./Place names in romanized Russian or cyrillic Russian./Original version: [Baku, panoramnyĭ plan 1970 g.]. [Baku? : s.n., 1970]./Insets: [Skhema bakinskogo metropolitena] = Baku subway system -- [Old town vicinity]./""501034 4-72.""/Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g7144b.ct002932,United States. Central Intelligence Agency.,"[Washington : Central Intelligence Agency, 1972]",eng/engrus,Azerbaijan--Baku/Baku (Azerbaijan),Baku (Azerbaijan)--Maps--Facsimiles/Subways--Azerbaijan--Baku--Maps--Facsimiles/Azerbaijan--Baku,"Tourist map of Baku : [Baku, panoramnyĭ plan 1970g.]."
cartographic,4 col. maps 55 x 104 cm. or smaller on scroll 55 x 585 cm.,1697,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7801/g7801r/ct002202a.gif,"Scales differ./Manuscript on silk./Relief shown pictorially./Pictorial map./Bird's-eye view./Covers four frontier regions of the Manchu Dynasty, Aihun area, a military colony since the middle of the 17th century on the north banks of the Amur, Russian camp in eastern Siberia, Taiwan and Pescadores Islands, and Inner Mongolia./Available also through the Library of Congress Web site as a raster image./Shows military installations and defenses in Aihun (Which is now a district in Heihe Shi, Heilongjiang Sheng), Russian camp in eastern Siberia, Taiwan and Inner Mongolia./Hummel purchase 1930, no. 6./AACR2",http://hdl.loc.gov/loc.gmd/g7801r.ct002202a/http://hdl.loc.gov/loc.gmd/g7801r.ct002202b/http://hdl.loc.gov/loc.gmd/g7801r.ct002202c/http://hdl.loc.gov/loc.gmd/g7801r.ct002202d,,[Between 1697 and 1722],chi,"East Asia/Heihe Shi (China)/Siberia, Eastern (Russia)/Taiwan/Inner Mongolia (China)","Fortification--East Asia--Maps--Early works to 1800/Heihe Shi (China)--Maps--Early works to 1800/Siberia, Eastern (Russia)--Maps--Early works to 1800/Taiwan--Maps--Early works to 1800/Inner Mongolia (China)--Maps--Early works to 1800/East Asia/China--Heihe Shi/Russia--Siberia, Eastern/China--Inner Mongolia/Taiwan","[Aihun, Luosha, Taiwan, Nei Menggu tu]"
cartographic,1 ms. map : col. ; 57 x 120 cm. on scroll.,1887,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823g/ct003302.gif,"Labels pasted on verso: Guxiangzhai su biao zi hua./Relief shown pictorially./Pictorial map./Shows Zhennanguan Pass along the French-Indo China border. Zhennanguan Pass is an important defense post of Longzhou against French intrusion in the late 19th century in Guangxi Province./Available also through the Library of Congress Web site as a raster image./Hummel purchase 1930, no. 33.",http://hdl.loc.gov/loc.gmd/g7823g.ct003302,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[1887?],chi,China--Guangxi Zhuangzu Zizhiqu Region/Guangxi Zhuangzu Zizhiqu (China),Fortification--China--Guangxi Zhuangzu Zizhiqu Region--Maps/Guangxi Zhuangzu Zizhiqu (China)--Maps/China--Guangxi Zhuangzu Zizhiqu/China--Guangxi Zhuangzu Zizhiqu Region,[Guangxi bian guan xing shi lüe tu]
cartographic,map 82 x 118 cm.,1800,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964t/ct011915.gif,Wood block print./Reprint of 1630 or 1631 map./Oriented with north toward the upper right./Relief shown pictorially./LC copy imperfect: Has numerous holes./LC copy annotated in black ink on verso: Ōmukashi Edo ezu./LC copy annotated to show text and place names in repaired portion of map./Japanese./Pictorial map./Cadastral map showing land ownership in central Tokyo./Includes distance chart./Available also through the Library of Congress Web site as a raster image./Vault/AACR2,https://hdl.loc.gov/loc.gmd/g7964t.ct011915,,"[Japan] : [publisher not identified], [1800-1899?]",jpn,Japan--Tokyo/Tokyo (Japan),Real property--Japan--Tokyo--Maps/Tokyo (Japan)--Maps/Japan--Tokyo,Bushū Toshima-gun Edo shōzu
cartographic,1 online resource.,1672,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:14:43:5_:00:1:wdl_14435_001:0017/full/pct:3.125/0/default.jpg,"Title devised, in English, by Library staff./Original resource extent: 2 scrolls ; 41 centimeters./Original resource at: National Diet Library./Content in Japanese./Description based on data extracted from World Digital Library, which may be extracted from partner institutions.",https://hdl.loc.gov/loc.wdl/wdl.14435,,"Kyoto : Nishida Shobee, 1672.",jpn,,Japan/1672/Description and travel/Pictorial maps,Map of the Sea and Land Routes from Edo to Nagasaki.
cartographic,1 map ; 180 x 140 cm. on 2 sheets 94 x 145 cm. fold. in cover 29 x 18 cm on 2 sheets 93 x 144 cm. fold. in cover 29 x 18 cm.,1844,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964o/ct011894.gif,"Wood block print./""Fujimura Naoyuki, Tenpō 15.""/Oriented with north to the left./Relief shown pictorially./Japanese./Pictorial map./Includes distance chart and text./Available also through the Library of Congress Web site as a raster image./Vault/AACR2: 100; 651/""天明 9, 天保15年再鐫.""/""藤村直之訂正・岡田玉山元圖・吉田政章再写・樋口与兵衛鐫字・河内屋太介他.""",https://hdl.loc.gov/loc.gmd/g7964o.ct011894/https://hdl.loc.gov/loc.gmd/g7964o.ct011916,"Okada, Gyokuzan, 1737-ca.1812./Fujimura, Naoyuki, active 19th century.","Ōsaka : Itamiya Zenbē, Tenpō 15 [1844]",jpn,Osaka (Japan),Osaka (Japan)--Maps,Sesshū Ōsaka zenzu
cartographic,1 ms. map : col. ; 59 x 96 cm.,1813,https://tile.loc.gov/storage-services/service/gmd/gmd408/g4084/g4084p/ct001213.gif,"Ms. pictorial map showing troop positions during the Siege of Fort Meigs, Perrysburg (Ohio), 1813./Pen-and-ink and watercolors./Text, descriptive notes, and poem are mechanically printed on the sheet./Brittle, missing sections of margin/border, mounted on cloth backing./Originally drawn on 2 sheets./Available also through the Library of Congress Web site as a raster image./Includes text, notes, poem, and col. ill. of U.S. flag.",http://hdl.loc.gov/loc.gmd/g4084p.ct001213,"Sebree, William, 1776-1827.",1813,eng,Fort Meigs (Ohio),"Fort Meigs (Ohio)--Maps/Fort Meigs (Ohio)--Siege, 1813--Maps/United States--Ohio--Fort Meigs","Plan of Fort Meigs' and its environs : compricing [sic] the operations of the American forces, under Genl. W.H. Harrison, and the British Army and their allies, under Genl. Proctor and Tecumseh"
cartographic,col. map 90 x 90 cm. fold. in cover 32 x 10 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823m/ct003372.gif,"Scale ca. 1:25,000./Shows rivers in Mianchi Xian, Henan Province./Cover title./Manuscript on silk./Labels pasted on to show physical features./Oriented with north to the bottom./Relief shown pictorially./Hummel purchase 1934, no. 27./Available also through the Library of Congress Web site as a raster image./Includes text./Previous call number: G7823.M5C3 1767 .M5 Vault Shelf/AACR2: 700/1",http://hdl.loc.gov/loc.gmd/g7823m.ct003372,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,China--Mianchi Xian/Mianchi Xian (China),Rivers--China--Mianchi Xian--Maps/Mianchi Xian (China)--Maps/China--Mianchi Xian,Mianchi Xian he tu.
cartographic,1 map : col. ; 57 x 83 cm.,1946,https://tile.loc.gov/storage-services/service/gmd/gmd370/g3701/g3701a/ct003098.gif,Pictorial map./Shows characters and names or titles from American folklore superimposed on a map of the United States./Available also through the Library of Congress Web site as a raster image./3 copies.,http://hdl.loc.gov/loc.gmd/g3701a.ct003098,"Gropper, William, 1897-/Associated American Artists.","[New York : Associated American Artists], c1946.",eng,United States,United States--Maps/Folklore--United States--Maps/United States,"William Gropper's America, its folklore."
cartographic/collection,"63 map sheets in 37 folders in 1 drawer : some color, some photocopies ; various sizes",1871,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:58:ks-058:ks-058-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Kansas City, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps and may also show various subjects, such as land owners and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-058,,"[Various places] : [various publishers], [from approximately 1871 to 1966]",eng,Kansas--Kansas City/Kansas City (Kan.),Landowners--Kansas--Kansas City--Maps/Kansas City (Kan.)--Maps/United States--Kansas,[Maps of Kansas--cities and towns Kansas City]
cartographic,"1 map : col. ; 26 x 111 cm., on sheet 76 x 64 cm. + text ([1] leaf, 27 x 14 cm.)",1850 d1859,https://tile.loc.gov/storage-services/service/gmd/gmd404/g4042/g4042m/ct003556.gif,"Covers Mississippi River from Hannibal, Mo. to ""Pikesville,"" Miss./Pictorial map./Includes July 1959 to June 1960 calendar./Available also through the Library of Congress Web site as a raster image./LMP",http://hdl.loc.gov/loc.gmd/g4042m.ct003556,"Henry, Everett.","Cleveland, Ohio : Harris-Intertype Corp., c1959.",eng,Mississippi River,"Literary landmarks--Mississippi River--Maps/Twain, Mark,--1835-1910.--Adventures of Huckleberry Finn--Maps/Finn, Huckleberry--(Fictitious character)/Mississippi River--Maps/Mississippi River--Calendars/United States--Mississippi River",The adventures of Huckleberry Finn from the book by Mark Twain : [Mississippi River]
cartographic,1 online resource.,1914,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:18:96:7:wdl_18967:cart175741/full/pct:3.125/0/default.jpg,"Title devised, in English, by Library staff./""Second edition""--Note extracted from World Digital Library./Original resource extent: 1 map : color ; 36 x 52 centimeters./Original resource at: National Library of Brazil./Content in Portuguese./Description based on data extracted from World Digital Library, which may be extracted from partner institutions.",https://hdl.loc.gov/loc.wdl/wdl.18967,"Soares, António, 1894-1978 Artist.","Lisboa, Portugal : A Editora, 1914.",por,,"1914/Animals/Characters and characteristics/Maps/Pictorial maps/World War, 1914-1918",Humorous Map of Europe.
