other_title,format,medium,date,contents,image_url,related_items,notes,repository,digital_id,contributors,source_collection,created_published,language,location,subjects,title,call_number,summary,genre,number_former_id,access_advisory
"['Alternate supplied title: Kansas title collection drawer 65', 'Alternate supplied title: Kansas title collection--cities and towns Se-Topeka 1882-1951']","['cartographic', 'collection']","['43 map sheets in 39 folders in 1 drawer : some color, some photocopies ; various sizes']",1857,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:65:ks-065:ks-065-00001/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:65:ks-065:ks-065-00001/full/pct:12.5/0/default.jpg#h=448&w=347', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:65:ks-065:ks-065-00001/full/pct:25/0/default.jpg#h=896&w=694']",,"['This record covers single maps of Kansas cities and towns, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps and may also show various subjects, such as land owners and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.', 'Title supplied by cataloger.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-065'],,,"[Various places] : [various publishers], [from approximately 1857 to 1959]",['eng'],"['Kansas', 'Topeka (Kan.)']","['Cities and towns--Kansas--Maps', 'Landowners--Kansas--Maps', 'Topeka (Kan.)--Maps', 'United States--Kansas']",[Maps of Kansas--cities and towns Se-Topeka 1882-1951,['G4204 coll .M3 drawer 65'],,"['Maps', 'Pictorial maps']",,
"['Alternate supplied title: Hawaii title collection drawer 13', 'Alternate supplied title: Hawaii title collection--islands La--Maui to 1905', 'Alternate supplied title: Hawaiian islands title collection La--Maui to 1905']","['cartographic', 'collection']","['31 maps in 23 folders in 1 drawer : some color, some photocopies ; various sizes.']",1878,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:13:hi-013:hi-013-02-01/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:13:hi-013:hi-013-02-01/full/pct:12.5/0/default.jpg#h=1507&w=1866', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:13:hi-013:hi-013-02-01/full/pct:25/0/default.jpg#h=3014&w=3733']",,"['This record covers single maps covering islands of Hawaii, separately or in groups, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps also show various subjects including coasts, parks and reserves, roads, and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.', 'Title supplied by cataloger.', 'Available also through the Library of Congress Web site as a raster image.', 'HI-13-02 through HI-13-23.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.hi-013', 'https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.hi-013']",,,"[Various places] : [various publishers], [from approximately 1878 to 1969]",['eng'],"['Hawaii', 'Lanai (Hawaii)', 'Maui (Hawaii)']","['Coasts--Hawaii--Maps', 'Islands--Hawaii--Maps', 'Parks--Hawaii--Maps', 'Outdoor recreation--Hawaii--Maps', 'Trails--Hawaii--Maps', 'Lanai (Hawaii)--Maps', 'Maui (Hawaii)--Maps', 'United States--Hawaii', 'United States--Hawaii--Lanai', 'United States--Hawaii--Maui']",[Maps of Hawaii--islands La--Maui to 1905],['G4382 coll .M3 drawer 13'],,"['Maps', 'Pictorial maps', 'Tourist maps', 'Topographic maps']",,
"['Alternate supplied title: California title collection drawer 50', 'Alternate supplied title: California title collection--various subjects parks Yosemite 1932-1965']","['cartographic', 'collection']","['33 map sheets in 26 folders in 1 drawer : some color, some photocopies ; various sizes']",1932,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:50:ca-050:ca-050-01-01/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:50:ca-050:ca-050-01-01/full/pct:12.5/0/default.jpg#h=1155&w=1266', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:50:ca-050:ca-050-01-01/full/pct:25/0/default.jpg#h=2311&w=2532']",,"['This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.', 'Title supplied by cataloger.', 'Available also through the Library of Congress Web site as a raster image.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-050', 'https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-050']",,,"[Various places] : [various publishers], [1932-1965]",['eng'],['Yosemite National Park (Calif.)'],"['Yosemite National Park (Calif.)--Maps', 'United States--California']",[Maps of California--various subjects parks Yosemite 1932-1965],['G4362.Y6 coll .M3 drawer 50'],,"['Maps', 'Pictorial maps']",,
,['cartographic'],['1 map : col. ; 69 x 97 cm.'],1919,,"['https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851a/ct004563.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851a/ct004563.gif#h=113&w=150', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3851:g3851a:ct004563/full/pct:12.5/0/default.jpg#h=1112&w=1481', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3851:g3851a:ct004563/full/pct:25/0/default.jpg#h=2224&w=2962']",,"['F35114 U.S. Copyright Office', 'Major buildings shown pictorially.', 'English and Spanish.', 'Alternate title at lower left: Mapa foto-pictórico de la parte central de Washington / por Emilio L. Scharf, Ph.D.', '""Publisht [sic] in English, Spanish, German and French.""', 'Some maps have streets colored in red. Others have them uncolored.', 'Includes notes and index to points of interest.', 'LC copy 2 halved and mounted on cloth backing.', 'Available also through the Library of Congress Web site as a raster image.', '2 copies', 'DCP']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g3851a.ct004563'],"['Scharf, Emilio L.']",,"Washington, D.C. : E.L. Scharf, c1919","['eng', 'engspa']",['Washington (D.C.)'],"['Washington (D.C.)--Maps', 'Buildings--Washington (D.C.)--Maps', 'Central business districts--Washington (D.C.)--Maps', 'United States--District of Columbia--Washington']",Scharf's International pictorial map of central Washington.,['G3851.A5 1919 .S3'],,"['Pictorial maps', 'Tourist maps']","['https://www.loc.gov/item/87693435', 'https://www.loc.gov/item/5497201']",
,['cartographic'],"['4 maps : cloth, color ; each 125 x 86 cm']",2016,['Story cloth map 1 -- Story cloth map 2 -- Story cloth map 3 -- Story cloth map 4 [with story].'],"['https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif#h=150&w=105', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd8:g8001:g8001e:ct007688a/full/pct:12.5/0/default.jpg#h=1830&w=1280', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd8:g8001:g8001e:ct007688a/full/pct:25/0/default.jpg#h=3660&w=2561']",,"['Pictorial maps describing the culture and history of the Hmong people, an Asian ethnic group in Southeast Asia.', 'Relief shown pictorially.', 'Title devised by cataloger.', 'Shows embroidered figures, humans, animals, plants, and geographical images of everyday life in a village or farm in Laos, Cambodia, Thailand, Vietnam, and Mekong River region.', 'Includes white cloth backing and borders of pieced triangles represented mountains for protection of central areas.', 'Available also through the Library of Congress Web site as a raster image.', 'Gift; Judith A. Tyner; October 2016.', 'undetermined $l undetermined $n No visible notice of copyright; any copyright information can be sent to mapcat@loc.gov']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['http://hdl.loc.gov/loc.gmd/g8001e.ct007688a', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688b', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688c', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688d']",,,"[Laos] : [manufacturer not identified], [2016]",['eng'],['Southeast Asia'],"['Hmong (Asian People)--Southeast Asia--Social life and customs--Maps', 'Southeast Asia--Social life and customs--Maps', 'Ethnic embroidery--Southeast Asia--Maps', 'Folklore--Southeast Asia--Maps', 'Ethnology--Southeast Asia--Maps', 'Southeast Asia']",[Hmong hand-stitched story cloth maps of mainland Southeast Asia],['G8001.E1 2016 .H5'],,"['Maps', 'Pictorial maps']","['https://www.loc.gov/item/2016588605', 'https://www.loc.gov/item/19358923']",
"['[豫省黃河南岸堤垻工程圖].', 'Map of embankment project of the Yellow River']",['cartographic'],['col. map 39 x 279 cm. on scroll.'],1875,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822y/ct003438.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822y/ct003438.gif#h=150&w=1041', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7822:g7822y:ct003438/full/pct:12.5/0/default.jpg#h=581&w=4033', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7822:g7822y:ct003438/full/pct:25/0/default.jpg#h=1162&w=8066']",,"['Scale not given.', 'Unfinished manuscript.', 'Pictorial map.', 'Shows flood control system.', 'Relief shown pictorially.', 'Hummel purchase 1930, no. 24.', 'Available also through the Library of Congress Web site as a raster image.', 'AACR2: 650/1; 651/2; 650/3']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g7822y.ct003438'],"['Hummel, Arthur W. (Arthur William), Sr., 1884-1975.']",,[1875?],['chi'],"['China--Yellow River', 'Yellow River (China)']","['Flood control--China--Yellow River--Maps', 'Yellow River (China)--Maps', 'China--Yellow River']",[Yu sheng Huang He nan an di ba gong cheng tu].,['G7822.Y4N22 1875 .Y8'],,"['Pictorial maps', 'Manuscript maps']","['https://www.loc.gov/item/gm71005025', 'https://www.loc.gov/item/5403596']",
,['cartographic'],"['1 map : col. ; 36 x 61 cm., on sheet 49 x 65 cm.']",1190 d1199,,"['https://tile.loc.gov/storage-services/service/gmd/gmd5/g5752/g5752s/ct003531.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd5/g5752/g5752s/ct003531.gif#h=114&w=150', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd5:g5752:g5752s:ct003531/full/pct:12.5/0/default.jpg#h=734&w=970', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd5:g5752:g5752s:ct003531/full/pct:25/0/default.jpg#h=1469&w=1940']",,"['Pictorial folkloric map showing various legendary adventures of Robin Hood who was possibly a real person born ca. 1160.', 'Includes notes, col. ill. in map area, additional col. ill. in 6 shield-shaped cartouches, and panoramic col. ill. of ""The Royal Archery Contest at Finsbury Fields"" at top.', 'Available also through the Library of Congress Web site as a raster image.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['https://hdl.loc.gov/loc.gmd/g5752s.ct003531'],"['Henry, Everett', 'Harris-Seybold Company']",,"Cleveland : Harris-Seybold Company, c1955.",['eng'],"['England--Sherwood Forest', 'Sherwood Forest (England)']","['Folklore--England--Sherwood Forest--Maps', 'Robin Hood--(Legendary character)--Maps', 'Sherwood Forest (England)--Maps, Pictorial', 'England--Sherwood Forest']",Here took place the adventures of Robin Hood and his merry men : from tales of Sherwood Forest,['G5752.S46E627 119- .H4'],,['Pictorial maps'],"['https://www.loc.gov/item/98689399', 'https://www.loc.gov/item/5572679']",
,['cartographic'],"['1 map : hand colored, mounted on cloth backing ; 42 x 84 cm']",1854 d1954,,"['https://tile.loc.gov/storage-services/service/gmd/gmd419/g4191/g4191s/ct007703.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd419/g4191/g4191s/ct007703.gif#h=79&w=150', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd419:g4191:g4191s:ct007703/full/pct:12.5/0/default.jpg#h=685&w=1298', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd419:g4191:g4191s:ct007703/full/pct:25/0/default.jpg#h=1370&w=2596']",,"['Relief shown pictorially.', 'Pictorial map showing the Mormon, Oregon, Ox Bow, and California trails; routes of the Lewis & Clark, Mallet Brothers and Long expeditions; and historical sites.', '""This map prepared courtesy of the First National Bank of Omaha, the oldest national bank from Omaha West.""', 'Includes text, index to historic sites, inset of ""Territory of Nebraska, showing original boundaries as created in 1854"" with note, and color illustrations.', 'LC copy has rubber-stamped with number ""313-A"" in lower left margin.', 'Available also through the Library of Congress Web site as a raster image.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g4191s.ct007703'],"['Clarke, Walter F., cartographer.', 'First National Bank (Omaha, Neb.), contributor.', 'Nebraska State Historical Society, contributor.']",,"[Omaha, Nebraska] : [publication not identified], [1954?], [Omaha, Nebraska] : Reproduced by Epsen Litho-Omaha, [1954?]",['eng'],['Nebraska'],"['Nebraska--Historical geography--Maps', 'Historic sites--Nebraska--Maps', 'Nebraska--Centennial celebrations, etc.--Maps', 'United States--Nebraska']","Nebraska Territory, May 1854 : Nebraska centennial, 1854-1954 : this map is the Nebraska section of the Nebraska Territory established May 1854 : authenticated by the Nebraska State Historical Society",['G4191.S1 1954 .C5'],,"['Maps', 'Pictorial maps']","['https://www.loc.gov/item/2017586285', 'https://www.loc.gov/item/19564813']",
"['東海道分間絵図 /', 'Tōkaidō bunken emaki']",['cartographic'],"['1 map on 2 sheets : ms., col., mounted on 2 scrolls ; 3,575 x 26 cm., sheets 1,722 x 26 cm. and 1,853 x 26 cm.']",17uu,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7964m/g7964tm/gct00271a/ca000001.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7964m/g7964tm/gct00271a/ca000001.gif#h=150&w=822', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7m:g7964m:g7964tm:gct00271a:ca000001/full/pct:12.5/0/default.jpg#h=379&w=2079', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7m:g7964m:g7964tm:gct00271a:ca000001/full/pct:25/0/default.jpg#h=759&w=4159']",,"['Shows road between Edo (Tokyo) to Kyoto.', '""1-bu o motte 1-chō ni ateru.""', 'Pictorial map.', 'Relief shown pictorially.', 'Title from title piece mounted on scroll.', 'Pen-and-ink and watercolor.', 'Orientation varies.', 'Worm holes in the map.', 'Stamped on: Kantōkaku [?]; possibly owned by Matsudaira Yorihiro, 1703-1763.', 'Not listed in Kokusho sōmokuroku and Kotenseki sōgō mokuroku; Kokusho sōmokuroku v. 6, p. 14 (Tōkaidō bunken ezu, 5-jō; variants: Tōkaidō kōmoku bunken no zu, Tōkaidō bunken no zu; auth. Ochikochi Dōin cho, Hishikawa Moronobu ga, Genroku 3 [1690] kan).', 'Available also through the Library of Congress Web site as a raster image.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['http://hdl.loc.gov/loc.gmd/g7964tm.gct00271a', 'http://hdl.loc.gov/loc.gmd/g7964tm.gct00271b']","['Ochikochi Dōin, active 17th century.', 'Hishikawa, Moronobu, approximately 1618-approximately 1694.']",,"[Japan : s.n., 17--?]",['jpn'],"['Japan--Tokai Region', 'Japan--Kyōto Region', 'Tokai Region (Japan)', 'Kyoto Region (Japan)']","['Roads--Japan--Tokai Region--Maps', 'Roads--Japan--Kyōto Region--Maps', 'Tokai Region (Japan)--Maps', 'Kyoto Region (Japan)--Maps', 'Japan--Tokyo Region', 'Japan--Kyōto Region']",Tōkaidō bunken ezu,['G7964.T7P2 17-- .T6'],,"['Early maps', 'Pictorial maps', 'Manuscript maps']","['https://www.loc.gov/item/2002531180', 'https://www.loc.gov/item/12722078']",
"['Alternate supplied title: Maine title collection drawer 61', 'Alternate supplied title: Maine title collection--cities and towns Portland subjects A-Z']","['cartographic', 'collection']","['35 map sheets in 32 folders in 1 drawer : some color, some photocopies ; various sizes']",1630,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:me:-0:61:me-061:me-061-00001/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:me:-0:61:me-061:me-061-00001/full/pct:12.5/0/default.jpg#h=441&w=347', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:me:-0:61:me-061:me-061-00001/full/pct:25/0/default.jpg#h=882&w=694']",,"['Title supplied by cataloger.', 'This record covers single maps of Portland, Maine, showing various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and may also include photocopies of printed or manuscript single maps as well as some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.me-061'],,,"[Various places] : [various publishers], [1630-1963]",['eng'],['Maine--Portland'],"['Landowners--Maine--Portland--Maps', 'Portland (Me.)--Maps', 'Portland Metropolitan Area (Me.)--Maps', 'Portland Region (Me.)--Maps', 'United States--Maine']",[Maps of Maine--cities and towns Portland subjects A-Z],['G3734.P8 coll .M3 drawer 61'],,"['Maps', 'Pictorial maps', 'Tourist maps']",,
['Baltimore elevated building map'],['cartographic'],"['2 maps on 2 sheets : both sides ; 80 x 188 cm. and 79 x 117 cm., each sheet 86 x 61 cm.']",1891,['[Northern half of business district south of Lexington Street] -- [Southern half of business district south of West Baltimore Street].'],"['https://tile.loc.gov/storage-services/service/gmd/gmd384/g3844/g3844b/ct003394r.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd384/g3844/g3844b/ct003394r.gif#h=150&w=218', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd384:g3844:g3844b:ct003394r/full/pct:12.5/0/default.jpg#h=1215&w=1769', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd384:g3844:g3844b:ct003394r/full/pct:25/0/default.jpg#h=2430&w=3539']",,"['Pictorial map of Baltimore city center containing 3-dimensional drawings of numerous office buildings.', '""Made from actual photographic views at an expense of many thousand dollars and two year\'s time.""', 'Northern-half map oriented with north to the right.', 'Available also through the Library of Congress Web site as a raster image.', '""Copyrighted 1891 by E. Lloyd.""', 'Each map printed in 2 segments.', 'LC copies imperfect: Fold-lined.', '2 copies', 'Original control no.: unk82060200']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['http://hdl.loc.gov/loc.gmd/g3844b.ct003394r', 'http://hdl.loc.gov/loc.gmd/g3844b.ct003394v']","['Lloyd, James T.', 'Friedenwald Co.']",,"[New York?: s.n.], c1891",['eng'],"['Maryland--Baltimore', 'Baltimore (Md.)']","['Baltimore (Md.)--Buildings, structures, etc.--Maps', 'Office buildings--Maryland--Baltimore--Maps', 'Central business districts--Maryland--Baltimore--Maps', 'United States--Maryland--Baltimore']",Lloyd's Baltimore elevated building map : of the five hundred million business district of Baltimore,['G3844.B2A5 1891 .L5'],,"['Pictorial maps', 'Aerial views']","['https://www.loc.gov/item/2011587226', 'https://www.loc.gov/item/16726829']",
,['cartographic'],"['4 maps : cloth, color ; each 125 x 86 cm']",2016,['Story cloth map 1 -- Story cloth map 2 -- Story cloth map 3 -- Story cloth map 4 [with story].'],"['https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif#h=150&w=105', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd8:g8001:g8001e:ct007688a/full/pct:12.5/0/default.jpg#h=1830&w=1280', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd8:g8001:g8001e:ct007688a/full/pct:25/0/default.jpg#h=3660&w=2561']",,"['Pictorial maps describing the culture and history of the Hmong people, an Asian ethnic group in Southeast Asia.', 'Relief shown pictorially.', 'Title devised by cataloger.', 'Shows embroidered figures, humans, animals, plants, and geographical images of everyday life in a village or farm in Laos, Cambodia, Thailand, Vietnam, and Mekong River region.', 'Includes white cloth backing and borders of pieced triangles represented mountains for protection of central areas.', 'Available also through the Library of Congress Web site as a raster image.', 'Gift; Judith A. Tyner; October 2016.', 'undetermined $l undetermined $n No visible notice of copyright; any copyright information can be sent to mapcat@loc.gov']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']","['http://hdl.loc.gov/loc.gmd/g8001e.ct007688a', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688b', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688c', 'http://hdl.loc.gov/loc.gmd/g8001e.ct007688d']",,,"[Laos] : [manufacturer not identified], [2016]",['eng'],['Southeast Asia'],"['Hmong (Asian People)--Southeast Asia--Social life and customs--Maps', 'Southeast Asia--Social life and customs--Maps', 'Ethnic embroidery--Southeast Asia--Maps', 'Folklore--Southeast Asia--Maps', 'Ethnology--Southeast Asia--Maps', 'Southeast Asia']",[Hmong hand-stitched story cloth maps of mainland Southeast Asia],['G8001.E1 2016 .H5'],,"['Maps', 'Pictorial maps']","['https://www.loc.gov/item/2016588605', 'https://www.loc.gov/item/19358923']",
"['Alternate supplied title: Kansas title collection drawer 13', 'Alternate supplied title: Kansas title collection--various subjects Physical--Postal service 1858-1892']","['cartographic', 'collection']","['65 map sheets in 28 folders in 1 drawer : some color, some photocopies ; various sizes']",1858,,"['https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:13:ks-013:ks-013-00001/full/pct:12.5/0/default.jpg', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:13:ks-013:ks-013-00001/full/pct:12.5/0/default.jpg#h=583&w=401', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:13:ks-013:ks-013-00001/full/pct:25/0/default.jpg#h=1166&w=803']",,"['This record covers single maps of Kansas as a whole covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps show various subjects, including postal routes and service. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.', 'Title supplied by cataloger.']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-013'],,,"[Various places] : [various publishers], [from approximately 1858 to 1961]",['eng'],['Kansas'],"['Postal service--Kansas--Maps', 'United States--Kansas']",[Maps of Kansas--various subjects Physical--Postal service 1858-1892],['G4201 coll .M3 drawer 13'],,"['Maps', 'Physical maps', 'Pictorial maps']",,
"['[钱塘江沿岸圖]', 'Hangzhou wan tu', 'Coastal map of the Qiantang River']",['cartographic'],['col. map 64 x 109 cm. on scroll.'],1775,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822q/ct003369.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822q/ct003369.gif#h=150&w=246', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7822:g7822q:ct003369/full/pct:12.5/0/default.jpg#h=976&w=1600', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7822:g7822q:ct003369/full/pct:25/0/default.jpg#h=1953&w=3201']",,"['Scale ca. 1:120,000.', 'Title supplied.', 'Oriented with north to the bottom.', 'Relief shown pictorially.', 'Pictorial map.', 'Hummel purchase 1930, no. 34.', 'Shows area along Qiantang River, especially the section of Hangzhou Bay in Zhejiang Province.', 'Available also through the Library of Congress Web site as a raster image.', 'Previous call number: G7822.Q3A5 1820 .H3 Vault Shelf', 'AACR2: 650/2; 700']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g7822q.ct003369'],"['Hummel, Arthur W. (Arthur William), Sr., 1884-1975.']",,[Between 1775 and 1809],['chi'],['Qiantang River (China)'],"['Qiantang River (China)--Maps', 'China--Qiantang River']",[Qiantang Jiang yan an tu],['G7822.Q3A5 1809 .H3'],,"['Pictorial maps', 'Manuscript maps']","['https://www.loc.gov/item/gm71005077', 'https://www.loc.gov/item/5403648']",
"['[山西省城街道暨附近壇廟村莊圖]', 'Map of Taiyuan, the capital of Shanxi Province']",['cartographic'],['map 56 x 59 cm. on scroll.'],1879,,"['https://tile.loc.gov/storage-services/service/gmd/gmd7/g7824/g7824t/ct003296.gif', 'https://tile.loc.gov/storage-services/service/gmd/gmd7/g7824/g7824t/ct003296.gif#h=223&w=150', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7824:g7824t:ct003296/full/pct:12.5/0/default.jpg#h=1450&w=974', 'https://tile.loc.gov/image-services/iiif/service:gmd:gmd7:g7824:g7824t:ct003296/full/pct:25/0/default.jpg#h=2901&w=1949']",,"['Scale ca. 1:850,000.', 'Wood block print.', 'Pictorial map.', 'Hummel purchase 1930, no. 36.', 'Available also through the Library of Congress Web site as a raster image.', 'Shows selected buildings and points of interest.', 'AACR2']","['Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu']",['http://hdl.loc.gov/loc.gmd/g7824t.ct003296'],"['Zhang, Derun.', 'Hummel, Arthur W. (Arthur William), Sr., 1884-1975.']",,"China : Xun wen shu ju, [Between 1879 and 1890]",['chi'],"['Taiyuan (Shanxi Sheng, China)']","['Taiyuan (Shanxi Sheng, China)--Maps', 'China--Shanxi Sheng--Taiyuan']",[Shanxi sheng cheng jie dao ji fu jin tan miao cun zhuang tu],['G7824.T3A5 1890 .Z5'],,['Pictorial maps'],"['https://www.loc.gov/item/gm71005056', 'https://www.loc.gov/item/5403627']",
